@relation movie_sentiment_analysis_small

@attribute PhraseId numeric
@attribute SentenceId numeric
@attribute Phrase string
@attribute Sentiment {0, 1, 2, 3, 4}
@attribute Sentiment_Description {'somewhat positive','somewhat negative',neutral,negativ,positive}

@data
33253,1558,'Fierce Grace',3,'somewhat positive'
19337,849,'Water Under a Red Bridge',2,neutral
51791,2554,'desire to enjoy good trash every now and then',3,'somewhat positive'
142673,7743,'that should be used to burn every print of the film',1,'somewhat negative'
138591,7507,'many ministers and Bible-study groups',2,neutral
151675,8275,'ve seen some bad singer-turned actors',1,'somewhat negative'
9275,387,'of an interesting meditation on the ethereal nature of the internet and the otherworldly energies',3,'somewhat positive'
140184,7607,'Seems -RRB-',2,neutral
82187,4241,'it would be easy for critics to shred it',0,negativ
142378,7726,'The production has been made with an enormous amount of affection , so we believe these characters love each other .',4,positive
129747,6983,'s not a bad premise , just a bad movie .',0,negativ
9870,412,'very least',1,'somewhat negative'
155769,8526,'The Santa Clause 2 is a barely adequate babysitter for older kids',1,'somewhat negative'
45784,2225,Hungry-Man,2,neutral
53469,2651,'as it provides a fresh view of an old type',3,'somewhat positive'
52256,2581,'is so bleak',1,'somewhat negative'
79687,4103,'in that light',2,neutral
20970,936,'than his original',2,neutral
35624,1678,'a world of boys',2,neutral
50428,2479,'a subtle and richly internalized performance',4,positive
104297,5502,'single gag sequence',3,'somewhat positive'
14936,641,firing,2,neutral
59301,2991,'emotional stake',2,neutral
30385,1410,15,2,neutral
88310,4587,'decadent urbanity',2,neutral
23308,1056,'your heart in ways',2,neutral
115712,6166,'very sneaky',2,neutral
55174,2751,'moments out of an Alice',3,'somewhat positive'
84716,4382,'Newfoundland s wild soil',2,neutral
39270,1874,'Even as the hero of the story rediscovers his passion in life , the mood remains oddly detached .',1,'somewhat negative'
122459,6567,'Rubbo s humorously tendentious intervention into the who-wrote-Shakespeare controversy .',3,'somewhat positive'
21653,969,'just when you re ready to hate one character , or really sympathize with another character',2,neutral
151438,8258,'just does nt have anything really interesting to say .',1,'somewhat negative'
155111,8489,'its fire',2,neutral
56244,2820,'is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party',4,positive
138337,7489,'an urban jungle',2,neutral
53888,2675,'My Wife',2,neutral
21547,963,'masterful work',4,positive
77822,4002,'the mind of the viewer',2,neutral
149,4,tragedy,1,'somewhat negative'
131810,7105,'with a humanistic message',3,'somewhat positive'
21292,952,'does nt necessarily equate to being good , no matter how admirably the filmmakers have gone for broke',1,'somewhat negative'
6764,270,'have rarely',2,neutral
119492,6388,'both large ... and small ... with considerable aplomb',3,'somewhat positive'
26548,1217,'true , lived experience',3,'somewhat positive'
92503,4818,'the modern day Hong Kong action film',2,neutral
2547,97,'you second-guess your affection for the original',1,'somewhat negative'
24760,1128,'anti-adult movies',2,neutral
55757,2789,'What John does is heroic , but we do nt condone it ,  one of the film s stars recently said , a tortuous comment that perfectly illustrates the picture s moral schizophrenia .',4,positive
30212,1403,'has created a wry , winning , if languidly paced , meditation on the meaning and value of family .',3,'somewhat positive'
91660,4768,'characterized as robotic sentiment',1,'somewhat negative'
33041,1548,'simply stupid , irrelevant',1,'somewhat negative'
35905,1694,'brazen enough to attempt to pass this stinker off as a scary movie',1,'somewhat negative'
16125,694,'the emotional tumult',1,'somewhat negative'
102207,5379,'Laconic and very stilted in its dialogue',2,neutral
150551,8204,'s mildly entertaining , especially if you find comfort in familiarity',2,neutral
17894,779,'a comedian who starts off promisingly but then proceeds to flop',1,'somewhat negative'
134807,7276,'director Hoffman , with great help from Kevin Kline',3,'somewhat positive'
86028,4451,'classic genre',2,neutral
106322,5613,'wryly amusing',3,'somewhat positive'
21819,977,showcase,2,neutral
84862,4388,'could have and should have been deeper',1,'somewhat negative'
28120,1291,'baloney movie biz',1,'somewhat negative'
107291,5669,'whose lives are anything but',2,neutral
48392,2363,'Each scene drags , underscoring the obvious ,',0,negativ
102162,5376,'a Xerox machine rather than',2,neutral
115074,6130,'fires on all plasma conduits .',2,neutral
74269,3804,'mind-destroying cinematic pollution',1,'somewhat negative'
90398,4705,'a cinematic disaster so inadvertently sidesplitting it s worth the price of admission for the ridicule factor alone .',1,'somewhat negative'
146335,7958,'Hollywood Ending is not show-stoppingly hilarious , but scathingly witty nonetheless .',3,'somewhat positive'
6080,243,'a time',2,neutral
35620,1678,'be a girl in a world of boys',2,neutral
20394,911,'a giant step backward for a director I admire',0,negativ
29104,1347,'is recognizably Plympton',3,'somewhat positive'
85347,4413,'is more important',2,neutral
68512,3476,'a very entertaining , thought-provoking film',4,positive
141205,7659,'letting its imagery',2,neutral
153646,8390,'displays something more important : respect for its flawed , crazy people',2,neutral
18011,785,'It s not a motion picture ;',1,'somewhat negative'
82301,4249,'have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense',4,positive
76248,3913,'charming and funny story',3,'somewhat positive'
120578,6448,'gentle comic treatment',2,neutral
48497,2370,'Everything about it from the bland songs to the colorful but flat drawings',1,'somewhat negative'
15849,680,'aging , suffering and the prospect of death',1,'somewhat negative'
151566,8267,'about a couple of saps stuck in an inarticulate screenplay',0,negativ
102204,5378,'this delightful comedy',3,'somewhat positive'
8901,371,'do nt need to try very hard',1,'somewhat negative'
26968,1238,'our interest',2,neutral
124138,6665,'fuses the events of her life with the imagery in her paintings',2,neutral
8030,329,relative,3,'somewhat positive'
33879,1591,'A cellophane-pop remake of the punk classic Ladies and Gentlemen , The Fabulous Stains ... Crossroads is never much worse than bland or better than inconsequential .',0,negativ
73703,3769,'at any kind of satisfying entertainment',2,neutral
141980,7700,'Happy Gilmore or',2,neutral
86673,4489,'so many complicated facial expressions',2,neutral
63208,3196,'a real filmmaker s eye',3,'somewhat positive'
32023,1498,'a sense',2,neutral
137512,7439,'is heartfelt and hilarious in ways you ca nt fake',4,positive
41286,1981,'it says far less about the horrifying historical reality than about the filmmaker s characteristic style',1,'somewhat negative'
133801,7220,'next week',2,neutral
112504,5975,'did they not have the nerve to speak up',1,'somewhat negative'
129237,6949,'of -LRB- Woo s -RRB- best work',3,'somewhat positive'
108810,5760,'into a corner',2,neutral
25196,1152,'New Yorker',2,neutral
147170,8008,'There s a little violence and lots of sex in a bid to hold our attention , but it grows monotonous after a while , as do Joan and Philip s repetitive arguments , schemes and treachery .',1,'somewhat negative'
11663,504,'A rock-solid gangster movie with a fair amount of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics .',3,'somewhat positive'
49992,2453,'too close to real life',2,neutral
120165,6426,kid-vid,2,neutral
85363,4414,'that finally returns De Palma to his pulpy thrillers of the early 80s',3,'somewhat positive'
33752,1586,'kitschy goodwill',3,'somewhat positive'
50906,2506,'ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , Monsoon',1,'somewhat negative'
80854,4167,'decidedly mixed',2,neutral
105165,5555,'I speak fluent flatula ,  advises Denlopp after a rather , er , bubbly exchange with an alien deckhand',2,neutral
137252,7425,churns,2,neutral
42780,2065,'Beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that s there to scare while we delight in the images',3,'somewhat positive'
59194,2986,'something just outside his grasp',2,neutral
87191,4523,'The script has less spice than a rat burger',1,'somewhat negative'
95190,4965,'a yellow streak a mile wide decorates its back',0,negativ
97241,5083,'Howard s self-conscious attempts',2,neutral
126256,6787,'legendary shlockmeister Ed Wood',2,neutral
56640,2845,'not cloying',2,neutral
95420,4983,'for humor and bite',3,'somewhat positive'
73372,3749,'unexpectedly giddy viewing',3,'somewhat positive'
24305,1104,'is provided',2,neutral
47097,2296,'be universal in its themes of loyalty , courage and dedication to a common goal',4,positive
19008,834,'Fast and funny ,',3,'somewhat positive'
30544,1419,'for the art-house crowd',3,'somewhat positive'
85605,4427,'a jaunt down memory lane for teens and',2,neutral
130441,7028,'another cool crime movie',3,'somewhat positive'
36654,1735,'feeling like you ve completely lowered your entertainment standards',1,'somewhat negative'
31303,1462,'hastily and amateurishly',1,'somewhat negative'
68702,3491,'Behan s memoir',2,neutral
10843,460,'the message',2,neutral
96625,5047,'likely very',2,neutral
70966,3618,'Marshall s',2,neutral
136418,7376,'Some of the visual flourishes',3,'somewhat positive'
116718,6224,'that its protagonist , after being an object of intense scrutiny for 104 minutes , remains a complete blank',0,negativ
57923,2920,'the light comedic work',3,'somewhat positive'
120436,6439,'new young talent',2,neutral
46104,2241,'nothing interesting in Unfaithful',1,'somewhat negative'
99556,5220,'than you can imagine',2,neutral
74091,3793,'Mr. Deeds is , as comedy goes , very silly --',3,'somewhat positive'
60372,3048,'it promised it would be',3,'somewhat positive'
10199,428,'animated epic',3,'somewhat positive'
70946,3617,'with Satin Rouge',2,neutral
64092,3242,'who proves that elegance is more than tattoo deep',3,'somewhat positive'
46695,2272,'is flashing red lights , a rattling noise , and a bump on the head',2,neutral
12424,532,'is one of Mr. Chabrol s subtlest works , but also one of his most uncanny .',4,positive
16109,693,'to be a whole lot scarier than they are in this tepid genre offering',1,'somewhat negative'
155066,8486,'death in this bitter Italian comedy',2,neutral
69715,3546,'to this movie',2,neutral
66203,3356,'to honor the many faceless victims',3,'somewhat positive'
144381,7838,'slightly naughty',2,neutral
155035,8484,'get made-up and',3,'somewhat positive'
78190,4023,'heavy-handed symbolism ,',2,neutral
116790,6229,'testament to the power of the eccentric and the strange',2,neutral
33714,1583,'sets out to tell',2,neutral
95981,5014,'resonate a sardonic verve to their caustic purpose for existing',2,neutral
93141,4853,'does little that is actually funny with the material',1,'somewhat negative'
29984,1390,'s never too late',2,neutral
109522,5801,'gets by on its artistic merits',2,neutral
1199,44,'This 100-minute movie only has about 25 minutes of decent material .',1,'somewhat negative'
117619,6276,'gets under your skin and , some plot blips aside',3,'somewhat positive'
123259,6616,principals,2,neutral
87503,4540,'not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing .',3,'somewhat positive'
139038,7536,'The mushy finale turns John Q into a movie-of-the-week tearjerker .',3,'somewhat positive'
139727,7581,'the way we were',2,neutral
69357,3526,'has a terrific look',4,positive
138812,7523,'it s like on the other side of the bra',2,neutral
19283,846,Meatballs,2,neutral
78666,4048,'can give it a good , hard yank whenever he wants you to feel something',2,neutral
61057,3084,'the villainous , lecherous police chief Scarpia',2,neutral
137156,7418,'too sure of its own importance',2,neutral
62902,3183,'its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh',3,'somewhat positive'
